Category,Message
0,yeah go bored depressed sittin waitin phone ring hope wind drops though scary
0,also wheres piece
0,hows weather
0,dont shall buy one dear
0,kallis dismissial nd test
0,monday next week give full gist
0,im solihull want anything
0,get ready put excellent sub face
0,dont quite know still cant get hold anyone cud pick bout pm see theyre pub
0,beerage
1,want new nokia colour phone delivered tomorrow free minutes mobile free text free camcorder reply call
0,went project centre
0,wat r u
0,princess like make love ltgt times per night hope thats problem
0,neva mind ok
0,pay ltdecimalgt lakhs
0,yeah lol luckily didnt starring role like
0,way
0,dude u knw also teluguthts gudk gud nyt
0,exam february wish great day
0,wont b trying sort house ok
0,hey galsu wan na meet dinner nìâte
0,get library
0,yesbut said
0,arent coming home class right need work shower
0,designation software developer may get chennai
0,hmmmkbut want change field quickly dai wan na get system administrator network administrator
0,pls ask macho much budget bb bold cos saw new one ltgt dollars
0,cant pick phone right pls send message
0,great p diddy neighbor comes toothpaste every morning
0,looked addie goes back monday sucks
0,super msg danalla timing
0,oh god im gon na google nearby cliffs
0,dare ask luck sorting car
0,ok r meeting later
0,oh ic thought meant mary jane
0,lol wtf random btw lunch break
0,aight ill hit get cash
1,congratulations ur awarded cd vouchers gift guaranteed free entry wkly draw txt music
0,download clear movies dvd copies
1,hi babe chloe r u smashed saturday night great weekend u missing sp visionsmscom text stop stop ptext
0,dont want hear anything
0,though shd go n fun bar town something ûò sound ok
0,yesterday going home
0,gumbys special ltgt cheese pizza know doin tonight
0,promise getting soon youll text morning let know made ok
0,sorry battery died come im getting gram wheres place
0,hello lover goes new job happy think wake slave send teasing kiss across sea
0,yes please swimming
0,fine thanks
0,xy going e lunch
0,wish great semester
0,moment dayhas valuemorning brings hopeafternoon brings faithevening brings luvnight brings restwish u find todaygood morning
0,hi way u day normal waythis real ur uniquei hope know u rest mylife hope u find wot lost
0,done handed celebrations full swing yet
0,think could stop like hour roommates looking stock trip
0,telly brdget jones
1,nokia get win free auction take part send nokia hgsuitelands rowwjhl
0,good swimsuit allowed
0,lets pool money together buy bunch lotto tickets win get ltgt u get ltgt deal
0,alrite jod hows revision goin keris bin doin smidgin n e way u wan na cum collegexx
0,usually person unconscious thats children adults may behave abnormally ill call
1,congrats year special cinema pass call c suprman v matrix starwars etc free bxipwe pm dont miss
0,come din c ì_ yup cut hair
1,hottest pics straight phone see getting wet wanting xx text pics txt costs p textoperator gga xxx
0,ill pick pm go taunton still want come
0,take ltgt min
1,urgent call landline complimentary ibiza holiday cash await collection sae tcs po box sk wp ppm
0,take post come must texts happy reading one wiv hello caroline end favourite bless
0,sorry left phone upstairs ok might hectic would birds one fell swoop date
0,trying figure im suppose see couple different people week said wed get together didnt set dates
0,yup need ill jus wait e rain stop
0,kaiez enjoy ur tuition gee thk e second option sounds beta ill go yan jiu den msg u
0,like talk pa able dont know
0,much better thanks lol
0,got ta collect da car lei
0,yeshe good crickiting mind
0,night ended another day morning come special way may smile like sunny rays leaves worries blue blue bay gud mrng
0,sleeping nt feeling well
0,haha think
0,per request maangalyam alaipayuthe set callertune callers press copy friends callertune
0,would ip address test considering computer isnt minecraft server
0,put party days week study lightly think need draw custom checkboxes know hardcore
0,hi moved pub would great c u u cud come
0,ok chikku favourite song
0,sno competition
0,daddy take good care
0,didnt work oh ok goodnight ill fix ready time wake dearly missed good night sleep
0,height confidence aeronautics professors wer calld amp wer askd sit aeroplane aftr sat wer told dat plane ws made students dey hurried plane bt didnt move saidif made students
0,ya tel wats ur problem
1,thanks ringtone order reference number xyour mobile charged tone arrive please call customer services
0,checking really miss seeing jeremiah great month
0,hi babe im home wan na something xx
0,im already back home probably
0,ok lor buy wat
1,kick new season wks free goals news ur mobile txt ur club name eg villa
0,watch lor saw swatch one thk quite ok ard need nd opinion leh
0,aiyah u ok already lar e nydc wheellock
0,problem
0,broke list reasons nobodys town cant tell shes sarcastic faggy
1,shop till u drop either k k å cash å travel voucher call ntt po box crbt fixedline cost ppm mobile vary
0,oh howda gud gud mathe en samachara chikku
0,ultimately tor motive tui achieve korli
1,freemsg hey im buffy love satisfy men home alone feeling randy reply c pix qlynnbv helpp msg send stop stop txts
0,gim ltgt minutes ago
0,free day finish mon n thurs
0,big god bring success
0,welp apparently retired
0,life alle moneeppolum oru pole allalo
0,e timing go w u lor
0,yo call get chance friend mine wanted ask big order
0,well shes big surprise
0,asked hows anthony dad bf
0,prakesh know
0,ok
0,goodmorning sleeping ga
0,beauty sleep help ur pimples
0,huh slow tot u reach long ago liao u days leh
0,smile pleasure smile pain smile trouble pours like rain smile sum hurts u smile becoz someone still loves see u smiling
1,tddnewsletteremccouk games thedailydraw dear helen dozens free games great prizeswith
0,great im church holla get
0,hey u fancy meetin cha åð hav lil beverage txt ring meet lr quite tired got vpist love pete x x x
0,oh god im almost home
0,aah bless hows arm
0,dont look back building coat dont want get sick hurry home wear coat gym
0,good afternoon babe goes day job prospects yet miss love sighs
0,dont worry day big lambu ji vl cometil enjoy batchlor party
1,boltblue tones p reply poly mono eg poly cha cha slide yeah slow jamz toxic come stop tones txt
0,havent heard anything hes answering texts im guessing flaked said jb fantastic
0,know serving mean
0,annoying isnt
0,maybe fat fingers press buttons doesnt know
0,talk
0,still checked da
0,ok u tell wat time u coming later lor
0,love isnt decision feeling could decide love life would much simpler less magical
0,im office call ltgt min
0,see half hour
0,possession especially first offense
0,love ya try budget money better babe gary would freak knew
0,family responding anything room went home diwali one called coming makes feel like died
0,opening mca
0,miles smiles r made frm letters u know difference smile ur face keeps happy even though miles away u keep smiling good nyt
0,hello boytoy geeee im missing today like send tm remind im thinking loved loving kiss
0,havent lei next mon
0,probably still going stuff
0,oi ami parchi na kicchu kaaj korte iccha korche na phone ta tul na plz plz
1,heard u call night knickers make beg like u last time xx luv nikiyunet
0,oh icic k lor den meet day
0,hhahhaahahah rofl wtf nig leonardo room something
0,management puzzeles
0,still area restaurant ill try come back soon
0,actually decided hungry havent left yet v
0,dont necessarily expect done get back though im headin
0,work ah den plus lor u workin oso rite den go orchard lor place go liao
0,ok lor ned go toa payoh return smth u wan send wat
0,ic lol play doors sometime yo
0,sucks ill go u hair youll free right
0,came hostel
0,dear take care reaching homelove u lot
1,records indicate u maybe entitled pounds compensation accident claim free reply claim msg stop txt stop
1,private account statement xxxxxx shows unredeemed points call identifier code expires
0,shall come get pickle
0,sorry ill call later
0,finally match heading towards draw prediction
0,nutter cutter ctter cttergg cttargg ctargg ctagg ie
0,havent forgotten might couple bucks send tomorrow k love ya
0,de looking good
1,free messagethanks using auction subscription service pmsgrcvd skip auction txt unsubscribe txt stop customercare
0,come karnan car please wait till pm directly goto doctor
0,bad girl lady
1,great new offer double mins double txt best orange tariffs get latest camera phones free call mobileupd free stoptxt tcs
0,emailed yifeng part oredi ì_ get fr
0,hey thk juz go accordin wat discussed yest lor except kb sun cos theres nt much lesson go attend kb sat
0,u noe wat time e place dat sells closes
0,sorry ill call later
0,den wat e schedule b lk sun
1,tried contact response offer new nokia fone camcorder hit reply call delivery
0,cud u tell ppl im gona b bit l cos buses hav gon past cos full im still waitin pete x
0,tonight yeah id
0,anything lor toa payoh got place walk meh
0,mm umma ask vava also come tell play later together
0,ofcourse also upload songs
0,superb thought grateful u dont everything u want means u still opportunity happier tomorrow u today
0,meant middle left right
0,aiyah wait lor u entertain hee
1,call freephone
0,hi durban still number
0,thread wishlist section forums ppl post nitro requests start last page collect bottom
0,lovely night xxx
0,going goodno problembut still need little experience understand american customer voice
1,sim subscriber selected receive bonus get delivered door txt word ok claim pmsg exp apr
1,uve selected stay top british hotels nothing holiday valued å dial claim national rate call bx swss
0,ok lor
0,depends quality want type sent boye faded glory want ralphs maybe
0,thnx dude u guys nite
0,wow youre right didnt mean guess gave boston men changed search location nyc something changed cuz signin page still says boston
0,lor ya go dinner together
0,must sit around wait summer days celebrate magical sight worlds dressed white oooooh let snow
0,ok
0,ssnervous ltgt
0,reach telling dont know
0,good time nice something bit different weekends change see ya soon
0,merry christmas babe love ya kisses
0,shes find sent offline message know anjolas
0,checking
0,haha kidding papa needs drugs
0,got ltgt
0,please attend phone
0,well right im gon na get check todays steam salespee text want come get
1,freemsg todays day ready im horny live town love sex fun games netcollex ltd p per msg reply stop end
0,well general price ltgt oz let know ifwhenhow much want
1,please call amanda regard renewing upgrading current tmobile handset free charge offer ends today tel subject ts cs
0,hey whats charles sorry late reply
0,lei
0,ever one foot
0,gettin bit arty collages mo well tryin ne way got roast min lovely shall enjoy
0,yep dereks house see sunday lt
0,ok problem get taxi c ing tomorrow tuesday tuesday think r going cinema
0,already squatting new way walking
0,hi im sorry missed call pls call back
0,u
0,cant believe attached seeing every day know best get babe go teach class midnight
1,polyphonic tone ur mob every week txt pt st tone free get txtin tell ur friends ptone reply hl info
0,worries hope photo shoot went well spiffing fun workage
0,u call
0,good morning dear shijutta great amp successful day
0,wifehow knew time murder exactly
0,haf u eaten wat time u wan come
0,thats going ruin thesis
1,six chances win cash pounds txt csh send cost pday days tsandcs apply reply hl info
0,party alex nichols
0,cant pick phone right pls send message
0,hair cream shipped
0,much dirty fellow
1,someone u know asked dating service contact cant guess call revealed po box wu
0,getting back home
0,thanx puttin da fone
0,aight yo dats straight dogg
0,oh got many responsibilities
0,hey looks like wrong one kappa guys numbers still phone want text see hes around
0,oh kkwhere take test
0,im meeting darren
0,bugis juz wat im walking home oredi ìï late reply oso saw top dat like din buy r ì_
0,c movie juz last minute decision mah juz watch lar tot ì_ interested
0,lol forgot eh yes ill bring babe
0,lol grr mom taking forever prescription pharmacy like minutes away ugh
1,cds u congratulations ur awarded å cd gift vouchers å gift guaranteed freeentry å wkly draw xt music tncs wwwldewcomwinppmxage
0,im gon na home soon dont want talk stuff anymore tonight k ive cried enough today
0,erutupalam thandiyachu
0,played smash bros ltgt religiously
0,time week ryan
0,please give us connection today ltdecimalgt refund bill
0,great hear settling well whats happenin wit ola
0,aww thats first time u said u missed without asking missed u first love
0,try making another butt
0,hey tmr maybe meet yck
0,nah im goin wrks j wot bout u
0,r giving second chance rahul dengra
1,call send girls erotic ecstacy pmin stop texts call nat rate
1,important information orange user xxxxxx today ur lucky day find log onto httpwwwurawinnercom theres fantastic prizeawaiting
1,sms auction brand new nokia auction today auction free join take part txt nokia
0,cool fun practicing making babies
0,yeah thats fine å get ok
0,treasure every moment spend together
0,comingdown later
0,got fujitsu ibm hp toshiba got lot model say
0,gon na blakes night might able get little early
1,someone u know asked dating service contact cant guess call revealed pobox lshb p
0,single line big meaning miss anything ur best life
0,wont anything de
0,oh oh wasted den muz chiong sat n sun liao
0,hey almost forgot happy bday babe love ya
0,hi kate u give ring asap xxx
0,hey u still gym
0,im glad following dreams
1,sparkling shopping breaks per person call visit wwwshortbreaksorguk
0,cant u try new invention flyim joking
0,hope great new semester wish best made greatness
0,lick every drop ready use mouth well
0,happened yo date
0,anyways go gym whatever love smiles hope ok good day babe miss much already
0,know god created gap fingers one made comes amp fills gaps holding hand love
1,bears pic nick tom pete dick fact types try gay chat photo upload call pmin stop texts call
0,fine simply sitting
0,get ready moan scream
0,sorry missed babe late slept hope enjoy driving lesson boytoy miss teasing kiss
0,beautiful truth gravity read carefully heart feels light someone feels heavy someone leaves good night
0,money issue weigh thanks breathe easier ill make sure dont regret thanks
0,okie
0,hey late ah meet
0,oh yes like torture watching england
0,reach ten morning
0,uncle abbey happy new year abiola
0,ltgt think say syllabus
0,fighting world easy u either win lose bt fightng close u dificult u lose u lose u win u still lose
0,im always looking excuse city
0,said problem let know
0,want inside every night
1,goal arsenal henry v liverpool henry scores simple shot yards pass bergkamp give arsenal goal margin mins
0,keep safe need miss already envy everyone sees real life
0,oh phone phoned disconnected
0,yesmum lookin strong
0,someone smoke every time ive smoked last two weeks calling texting wanted smoke
1,dear voucher holder claim weeks offer pc please go httpwwwetlpcoukexpressoffer tscs apply stop texts txt stop
0,mmm thats better got roast iåõd b better drinks good indian
1,todays vodafone numbers ending last four digits selected received å award number matches please call claim å award
0,home also
0,anything lar
1,please call immediately urgent message waiting
0,know thinkin malaria relax children cant handle malaria would worse gastroenteritis takes enough replace loss temp reduce give malaria meds vomit self limiting illness means days completely stop
0,ill see prolly yeah
0,xmas story peace xmas msg love xmas miracle jesus hav blessed month ahead amp wish u merry xmas
1,filthy stories girls waiting
0,came hostel
0,saw messageit k da
0,sorry completely forgot pop em round week still
0,hey whats u sleeping morning
0,guys planning coming
0,hmm dunno leh mayb bag goigng dat small jus anything except perfume smth dat keep
0,ìï still got lessons ìï sch
0,guys close
0,ohi asked fun hahatake care ì_
0,got another job one hospital data analysis something starts monday sure thesis got finished
0,boy late home father power frndship
1,free nokia motorola upto mths price linerental free xnet minstxtmth free btooth call mobileupd call optoutdwv
0,yeah probably
0,dear going rubber place
0,lunch come quickly open door
0,waiti come ltgt min
0,got outta class gon na go gym
0,midnight earliest
0,hows husband
0,youll never believe actually got taunton wow
0,ok least armands still around
0,great princess love giving receiving oral doggy style fave position enjoy making love ltgt times per night
0,ditto wont worry saying anything anymore like said last night whatever want ill peace
0,either ideas know anyplaces something
0,haha awesome might need take doin tonight
0,nice day impressively sensible went home early feel fine boring whens cant remember
0,case guess ill see campus lodge
0,sindu got job birla soft
0,outside office take
0,shall call dear food
0,eyes philosophy
0,phone weirdest auto correct
0,wishing family merry x mas happy new year advance
0,kkyesterday cbe
0,sir send group mail check
0,reached home tired come tomorro
0,accidentally brought em home box
0,rajipls favour pls convey birthday wishes nimya pls today birthday
0,going film day da pm sorry da
0,im taking derek amp taylor walmart im back time youre done leave mouse desk ill text priscillas ready
0,hello love went day alright think sweet send jolt heart remind love hear screamed across sea world hear ahmad al hallaq loved owned possessive passionate kiss
0,ummmmmaah many many happy returns day dear sweet heart happy birthday dear
1,yes place town meet exciting adult singles uk txt chat pmsg
0,r ì_ going send
0,id onluy matters getting offcampus
0,yo dude guess got arrested day
0,news hassling get weed week andres money haughaighgtujhyguj
0,im awake oh whats
0,last thing ever wanted hurt didnt think would youd laugh embarassed delete tag keep going far knew wasnt even fact even felt like would hurt shows really dont know messy wednesday wasnt bad problem time clean choose skype take pictures sleep want go dont mind things dont make bed throw laundry top cant friend house im embarassed theres underwear bras strewn bed pillows floor thats something else used good least making bed
0,aight let know youre gon na around usf
0,dont anybodys number still havent thought tactful way ask alex
0,got smaller capacity one quite ex
0,started searching get job dayshe great potential talent
1,ur cashbalance currently pounds maximize ur cashin send go pmsg cc po box tcrw
0,oh outside players allowed play know
0,r going ltgt bus
0,hows scotland hope showing jjc tendencies take care live dream
0,alreadysabarish asked go
0,funeral home audrey dad
0,hey late im amk need drink tea coffee
1,getting touch folks waiting company txt back name age opt enjoy community psms
1,todays offer claim ur å worth discount vouchers text yes savamob member offers mobile cs å sub unsub reply x
0,dude go sup
0,got divorce lol shes
0,jus came back fr lunch wif sis u leh
0,ok would b lovely u r sure think wot u want drinkin dancin eatin cinema u wot
0,yup ok go home look timings msg ì_ xuhui going learn nd may lesson
0,come slave going shell unconsciously avoiding making unhappy
0,oh well c u later
0,daal r ltgt
0,ive barred b q stores lifethis twat orange dungerees came asked wanted decking got first punch
0,meeting u work tel shall work tomorrow
0,tell shola please go college medicine visit academic department tell academic secretary current situation ask transfer ask someone check sagamu thing lautech vital completes medical education nigeria less expensive much less expensive unless getting citizen rates new zealand
0,xy ur car u picking
0,ok bag
0,shes good r u working
0,good night dear sleepwellamptake care
0,great hope using connections mode men also cos never know old friends lead today
0,yunny im walking citylink ì_ faster come hungry
0,said right giggle saw u would possibly first persondie nvq think much could
0,gr see message r u leaving congrats dear school wat r ur plans
0,always saying welp
0,convey regards
0,even u dont get trouble convincingjust tel twice tel neglect msgs dont c read itjust dont reply
0,mum hope great day hoping text meets well full life great day abiola
0,sir waiting call
1,sexy singles waiting text age followed gender wither f egf gay men text age followed g egg
1,know someone know fancies call find pobox lshb p
0,cant pick phone right pls send message
1,chosen receive å award pls call claim number collect award selected receive valued mobile customer
0,castor need see something
1,guaranteed å cash å prize claim yr prize call customer service representative ampm cost p
1,todays offer claim ur å worth discount vouchers text yes savamob member offers mobile cs å sub unsub reply x
0,day class class
0,oi gon na ring
1,camera awarded sipix digital camera call fromm landline delivery within days
0,ok prob
1,final chance claim ur å worth discount vouchers today text yes savamob member offers mobile cs savamob pobox muz å subs
0,okie
1,free video camera phones half price line rental mths cross ntwk mins txts call mobileupd calloptout
1,hello darling today would love chat dont tell look like sexy
0,dad back ph
0,probably earlier stations think
1,new tones week include mcflyall ab sara jorgeshock smithswitch order follow instructions next message
0,k sent
0,ahhhhjust woken uphad bad dream u thoso dont like u right didnt know anything comedy night guess im
0,aight ill text im back
0,probably gon na see later tonight lt
0,sleepingand surfing
0,txting driving
0,getting worried derek taylor already assumed worst
0,wheres mummys boy good bad positive negative mummy made wait hmmmm
0,pls call da happen
1,todays vodafone numbers ending selected receive å award number matches call receive å award
0,jus hope true missin cos im really missin havent done anything feel guilty yet
1,shop till u drop either k k å cash å travel voucher call ntt po box crbt fixedline cost ppm mobile vary
0,call ok said call
0,thk shld b ya wana go lessons haha go one whole stretch
0,honey sweetheart darling sexy buns sugar plum loverboy miss boytoy smacks ass go gym
1,free tarot texts find love life try free text chance free msgs å
0,never lei v lazy got wat dat day ì_ send da url cant work one
0,hostbased idps linux systems
0,one doesnt stalk profiles
0,sweet heart
0,youwhen wil reach
0,happy new year u ur familymay new year bring happiness stability tranquility ur vibrant colourful life
0,pls needs dat slowly vomit
0,pls whats full name jokes school cos fees university florida seem actually ltgt k pls holla back
0,well must pain catch
0,waqt se pehle naseeb se zyada kisi ko kuch nahi miltazindgi wo nahi jo hum sochte hai zindgi wo hai jo ham jeetey hai
0,one
1,ur chance win å wkly shopping spree txt shop tscs wwwtxtshopcom custcare xpwk
0,lots used ones babe model doesnt help youi bring hell match
0,ya nice ready thursday
0,aight im chillin friends room text youre way
0,got call landline number asked come anna nagar go afternoon
0,real baby want bring inner tigress
1,received mobile content enjoy
1,hard live chat pmin choose girl connect live call cheap chat uks biggest live service vu bcmwcnxx
0,stalking u
0,people see msgs think iam addicted msging wrong bcoz dont know iam addicted sweet friends bslvyl
0,yeah get random dude need change info sheets party ltgt never study safe
0,tomarrow want got court ltdecimalgt come bus stand
0,actually getting ready leave house
0,ill call evening ill ideas
0,long since screamed princess
0,tell friends plan valentines day lturlgt
1,awarded sipix digital camera call landline delivery within days cs box mbp yr warranty ppm p på
0,got called tool
0,lul im gettin juicy gossip hospital two nurses talking fat gettin one thinks shes obese oyea
0,wat ì_
0,today im workin free oso gee thgt u workin ur frens shop
0,sorry ill call later
1,contacted dating service someone know find call land line poboxwtgp
0,ah see lingo let know wot earth finished making
1,mobile mths update latest orange cameravideo phones free save ås free textsweekend calls text yes callback orno opt
0,catch bus frying egg make tea eating moms left dinner feel love
0,ok lor u wan go look u
0,yes princess want please every night wish command
0,yeah jays sort fucking retard
0,ur changes da report big cos ive already made changes da previous report
0,cool ltgt inches long hope like big
0,usualiam fine happy amp well
0,jus finish watching tv u
1,wow boys r back take uk tour win vip tickets prebook vip club txt club trackmarque ltd infovipclubu
0,might ax well im
1,todays voda numbers ending selected receive award hava match please call quoting claim code standard rates app
0,ok also wan watch e pm show
0,yup ok thanx
0,convey regards
0,cool want go kappa meet outside mu
0,send pic like
1,tells u call claim å prize u enter ur mobile personal details prompts careful
0,hai ana tomarrow coming morning ltdecimalgt ill sathy go rto office reply came home
0,im stuck da middle da row da right hand side da lt
0,sweetheart hope kind day one loads reasons smile biola
0,wondering others took
1,todays voda numbers ending selected receive åaward match please call quoting claim code standard rates app
0,good morning princess
0,k k pa lunch aha
1,sms auction nokia get win free auction take part send nokia hgsuitelands rowwjhl
1,u win å music gift vouchers every week starting txt word draw tscs wwwidewcom skillgame winaweek age ppermesssubscription
0,watching tv lor
0,da car park
0,oops phone died didnt even know yeah like better
0,thanx e brownie v nice
0,yup
0,prabhaim sorydarealyfrm heart im sory
0,dont know supports ass srt thnk think ps play usb
0,dunno close oredi ìï v fan
0,oh fucks sake shes like tallahassee
0,love girls office may wonder smiling sore
0,cab availablethey pick drop door steps
0,call u finish come n pick u
0,haha hope ì_ hear receipt sound gd luck
1,guaranteed å award even å cashto claim ur award call free stop getstop php
0,armand says get ass epsilon
0,many people seems special first sight remain special till last sight maintain till life ends shjas
0,ha must walk everywhere take tram cousin said walk vic market hotel
0,planning come chennai
0,ok wun b angry msg u aft come home tonight
0,hey gave photo registered driving ah tmr wan na meet yck
1,tried contact reply offer video handset anytime networks mins unlimited text camcorder reply call
0,nothing getting msgs dis name wit different nos
1,nd time tried contact u u pound prize claim easy call p per min btnationalrate
0,im going buy mums present ar
0,ok ill right later
0,movie theatre go watch unlimited movies pay
1,hi sexychat girls waiting text text great night chatting send stop stop service
1,thanks ringtone order reference number x mobile charged tone arrive please call customer services
0,dawhats plan
0,come room point iron plan weekend
0,nice pubs near frankie n bennys near warner cinema
0,yes baby need stretch open pussy
0,wow v v impressed funs shopping
1,guaranteed latests nokia phone gb ipod mp player å prize txt wordcollect tcllc nyusa pmt msgrcvd
0,ok prob
1,congratulations ur awarded cd vouchers gift guaranteed free entry wkly draw txt music tncs wwwldewcomwinppmxage
0,sorry ill call later meeting thing related trade please call arul ltgt
0,rose needs water season needs change poet needs imaginationmy phone needs ur sms need ur lovely frndship forever
0,ride equally uneventful many pesky cyclists around time night
1,orange brings ringtones time chart heroes free hit week go ringtones pics wap stop receiving tips reply stop
0,creep _
0,keep ur problems ur heart
0,heygreat dealfarm tour pm pax deposit may
0,heard job im going wildlife talk tonight u wantcome thatworzels wizzle whatever
0,ok
0,affidavit says ltgt e twiggs st division g courtroom ltgt lttimegt ill double check text tomorrow
0,hi happy new year dont mean intrude pls let know much tuition paid last semester much semester thanks
0,today song dedicated day song u dedicate send ur valuable frnds first rply
1,contract mobile mnths latest motorola nokia etc free double mins text orange tariffs text yes callback remove records
0,miss call miss call khelate kintu opponenter miss call dhorte lage thats rule one great phone receiving quality wins
0,fine imma get drink somethin want come find
0,wishing beautiful day moment revealing even things keep smiling enjoy
0,new years plans
0,u got persons story
0,absolutely love south park recently started watching office
0,thats cool want please
0,check audreys status right
0,many times told stage use laugh listen aha
0,thankyou much call appreciate care
0,hm good morning headache anyone
0,oh getting even u u
0,picked receipt something earlier
0,ha ha nan yalrigu heltiniiyo kothi chikku u shared many things wit meso far didnt told body even uttered word abt u ur trusting much tell others plz nxt time dont use words meok chikkub
0,yo im parents gettin cash good news picked downstem
0,sez hows u de arab boy hope u r good give love evry love ya eshxxxxxxxxxxx
0,messageno responcewhat happend
0,wnt buy bmw car urgentlyits vry urgentbut hv shortage ltgt lacsthere source arng dis amt ltgt lacsthats prob
1,money wining number wot next
1,valued vodafone customer computer picked win å prize collect easy call
0,company goodenvironment terrific food really nice
1,loan purpose å å homeowners tenants welcome previously refused still help call free text back help
0,current food alone also
0,thts wat wright brother fly
0,great send account number
0,course make stink
0,solve case man found murdered ltdecimalgt ltgt afternoon wife called police police questioned everyone wife siri sleeping murder took place cook cooking gardener picking vegetables housemaid went post office children went play neighbour went marriage police arrested murderer immediately whos reply reason u r brilliant
1,network operator service free cs visit biz
0,uploaded mine facebook
1,bangbabes ur order way u receive service msg download ur content u goto wap bangb tv ur mobile internetservice menu
0,love daddy make scream pleasure going slap ass dick
0,trying weekend v
0,want tell bad feel basically times text lately need drugs
0,k dahow many page want
0,train back northampton im afraid im staying skyving today ho ho around wednesday though fancy comedy club week way
0,buy
0,nt yet chikkusimple habbahw abt u
0,huh means computational science like dat one push n
0,sounds great home
0,hes really skateboarding despite fact gets thrown winds bandages shit arms every five minutes
0,ard lor
0,sounds great im going sleep good night
0,know complain num onlybettr directly go bsnl offc nd apply
0,sorry man stash ran dry last night cant pick sunday
0,sac score big hundredhe set batsman
0,yup leaving right back soon
0,wine flowing im nevering
0,hello thanx taking call got job starts monday
0,thinkin someone good drugs
0,shes currently scotland
0,oh k kbut big hitteranyway good
0,thats cool day
0,weekend fine excuse much decorating
0,k tell anything
0,neither sterm voice im studying fine sure thing resolved tho anyway fab hols
0,hey babe hows going ever figure going new years
0,talk g x
0,dont know ask brother nothing problem thing told
0,hi baby im cruisin girl friend r u give call hour home thats alright fone fone love jenny xxx
0,well might come
0,ok going sleep hope meet
0,haha yeah oz kind shitload
0,wnevr wana fal luv vth books bed fals luv vth yen madodu nav pretsorginta nammanna pretsovru important alwa gud eveb
0,knowhe watching film computer
0,yeah sure give couple minutes track wallet
1,free msg sorry service ordered could delivered sufficient credit please top receive service
0,fineabsolutly fine
0,glad went well come well plenty time claire goes work
0,yeah able ill text im ready meet
1,free ringtone waiting collected simply text password mix verify get usher britney fml
0,ok c u
0,slow using biolas fne
0,good afternoon love goes day hope maybe got leads job think boytoy send passionate kiss across sea
0,thats cause old live high
0,sister cleared two round birla soft yesterday
0,storming msg wen u lift phne u say hello u knw wt real meaning hello name girl yes u knw dat girl margaret hello girlfrnd f grahmbell invnted telphone moralone get name person
0,im chennai velachery
0,hi missed call mumhas beendropping red wine theplace adress
0,youve already got flaky parent itsnot supposed childs job support parentnot theyre ride age anyway im supposed support ive hurt unintentional hurt nonetheless
0,help propose going back tomorrow
0,didnt get anything da
0,dont think u got think use got good ni
0,pride im almost ltgt years old shouldnt takin money kid youre supposed deal stuff grownup stuffwhy dont tell
0,yar say got error
0,guess wants alone time could show watch
1,private account statement shows unredeemed bonus points claim call identifier code expires
0,know girls always safe selfish know got pa thank good night
0,wondering would okay call uncle john let know things nigeria r ltgt dollars years sent know strain plan pay back every dime gives every dime expect anything practical something like
0,practising curtsey
1,urgent mobile awarded å bonus caller prize final try contact u call landline boxwrc ppm
0,go write msg put dictionary mode cover screen hand press ltgt gently remove ur hand interesting
0,yar lor actually quite fast cos da ge slow wat haha
1,would like see xxx pics hot nearly banned uk
0,lol u trust
0,still work going onit small house
0,time come tomorrow
0,ask say please message
0,apo mokka players
0,yup ì_ noe leh
0,kkhow business
0,da happy sit together na
0,waiting tv show start lor u leh still busy ur report
0,ill probably around mu lot
0,ìï collecting ur laptop going configure da settings izzit
0,kkim also finewhen complete course
0,sore throat scratches talk
0,sorry never hear unless book one kinda jokethet really looking skinny white girls one lineyou much camera something like theyre casting look
0,itûs reassuring crazy world
0,ok ill send ltdecimalgt ok
0,sorry brah finished last exams
0,wifehow knew time murder exactly
0,hi please get ltgt dollar loan ill pay back mid february pls
0,dearme cherthalain case u r coming cochin pls call bfore u starti shall also reach accordinglyor tell day u r comingtmorow engaged ans holiday
0,hi happy birthday hi hi hi hi hi hi hi
0,meant apology texting get drugs ltgt night
0,take didnt phone callon friday assume wont year
0,super dagood replacement murali
0,wat makes people dearer de happiness dat u feel u meet de pain u feel u miss dem
0,gam gone outstanding innings
0,im arestaurant eating squid wan na dosomething late
0,nooooooo im gon na bored death day cable internet outage
0,hope scared
0,wats dear sleeping ah
1,å uk break accommodationvouchers terms conditions apply claim mustprovide claim number
0,dear angry busy dear
0,hows champ leaving glasgow
0,dont understand message
0,correct work today
0,hey dont forget mine possession property mmm childish smile
0,true deari sat pray evening felt soso smsd time
0,gud ni dearslp welltake careswt dreamsmuah
0,great princess thinking
0,ok lar u sleep early nite
0,hi jon pete ive bin spain recently hav sum dinero left bill said u ur åôrents mayb interested hav pes around å tb james
0,r home come within min
0,sucks got planned yo valentine yo valentine arent
0,call plz number shows coveragd area urgnt call vasai amp reach clock call plz
1,u outbid simonwatson shinco dvd plyr bid visit sms acsmsrewards end bid notifications reply end
0,stupid say challenge godyou dont think write instead respond immed
0,jesus armand really trying tell everybody find
0,wan na watch movie
0,new deus ex game comin early next yr
0,ok u enjoy ur shows
0,nope since ayo travelled forgotten guy
0,nope c ì_
0,ah well confuses things doesnt thought friends maybe wrong thing already sort invited tho may come cos money
